Symbol,Name,LastSale,MarketCap,IPOyear,Sector,Industry,Summary Quote
DRE,Duke Realty Corporation,25.67,$8.88B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/dre
DNB,Dun & Bradstreet Corporation (The),127.72,$4.63B,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/dnb
DFT,"Dupont Fabros Technology, Inc.",46.17,$3.44B,2007,Finance,Real Estate,http://www.nasdaq.com/symbol/dft
DFT^B.CL,"Dupont Fabros Technology, Inc.",n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dft^b.cl
DFT^C,"Dupont Fabros Technology, Inc.",26.59,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dft^c
DHG,"DWS High Income Opportunities Fund, Inc.",13.57,$206.01M,2006,n/a,n/a,http://www.nasdaq.com/symbol/dhg
DY,"Dycom Industries, Inc.",88.11,$2.76B,n/a,Basic Industries,Water Supply,http://www.nasdaq.com/symbol/dy
DLNG,Dynagas LNG Partners LP,13.98,$496.15M,n/a,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/dlng
DLNG^A,Dynagas LNG Partners LP,22.755,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dlng^a
DYN,Dynegy Inc.,16.69,$1.96B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/dyn
DYN.WS,Dynegy Inc.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dyn.ws
DYN^A,Dynegy Inc.,61.63,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dyn^a
DX,"Dynex Capital, Inc.",6.84,$335.83M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/dx
DX^A,"Dynex Capital, Inc.",25.127,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dx^a
DX^B,"Dynex Capital, Inc.",24.0881,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dx^b
DD,E.I. du Pont de Nemours and Company,67.55,$59.01B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/dd
DD^A,E.I. du Pont de Nemours and Company,86.1501,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/dd^a
DD^B,E.I. du Pont de Nemours and Company,103.1496,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/dd^b
SSP,E.W. Scripps Company (The),17.01,$1.43B,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/ssp
EGIF,Eagle Growth and Income Opportunities Fund,17.06,n/a,2015,n/a,n/a,http://www.nasdaq.com/symbol/egif
EXP,Eagle Materials Inc,78.34,$3.78B,n/a,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/exp
ECC           ,Eagle Point Credit Company Inc.,16.37,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/ecc
ECCA,Eagle Point Credit Company Inc.,25.6,n/a,2015,n/a,n/a,http://www.nasdaq.com/symbol/ecca
ECCZ,Eagle Point Credit Company Inc.,25.28,n/a,2015,n/a,n/a,http://www.nasdaq.com/symbol/eccz
DEA,"Easterly Government Properties, Inc.",18.85,$455.57M,2015,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/dea
EGP,"EastGroup Properties, Inc.",67.83,$2.2B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/egp
EMN,Eastman Chemical Company,72.07,$10.65B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/emn
KODK,Eastman Kodak Company,16.28,$687.34M,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/kodk
KODK.WS,Eastman Kodak Company,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kodk.ws
KODK.WS.A,Eastman Kodak Company,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kodk.ws.a
ETN,"Eaton Corporation, PLC",61.85,$28.33B,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/etn
ETV,Eaton Vance Corporation,14.54,$4.38B,2005,n/a,n/a,http://www.nasdaq.com/symbol/etv
ETW,Eaton Vance Corporation,10.54,$1.12B,2005,n/a,n/a,http://www.nasdaq.com/symbol/etw
EV,Eaton Vance Corporation,36.25,$4.13B,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/ev
EOI,Eaton Vance Enhance Equity Income Fund,12.9,$505.33M,2004,n/a,n/a,http://www.nasdaq.com/symbol/eoi
EOS,Eaton Vance Enhanced Equity Income Fund II,12.88,$615.2M,2005,n/a,n/a,http://www.nasdaq.com/symbol/eos
EFT,Eaton Vance Floating Rate Income Trust,13.71,$567.23M,2004,n/a,n/a,http://www.nasdaq.com/symbol/eft
EFF,Eaton vance Floating-Rate Income Plus Fund,15.07,$114.63M,2013,n/a,n/a,http://www.nasdaq.com/symbol/eff
EHT,Eaton Vance High Income 2021 Target Term Trust,10.1505,n/a,2016,n/a,n/a,http://www.nasdaq.com/symbol/eht
ETX           ,Eaton Vance Municipal Income 2028 Term Trust,20.83,$229.79M,2013,n/a,n/a,http://www.nasdaq.com/symbol/etx
EOT,Eaton Vance Municipal Income Trust,23.11,$354.24M,2009,n/a,n/a,http://www.nasdaq.com/symbol/eot
EVN,Eaton Vance Municipal Income Trust,14.44,$337.97M,1999,n/a,n/a,http://www.nasdaq.com/symbol/evn
ETJ,Eaton Vance Risk-Managed Diversified Equity Income Fund,9.63,$640.7M,2007,n/a,n/a,http://www.nasdaq.com/symbol/etj
EFR,Eaton Vance Senior Floating-Rate Fund,13.39,$498.67M,2003,n/a,n/a,http://www.nasdaq.com/symbol/efr
EVF,Eaton Vance Senior Income Trust,6.03,$228.34M,1998,n/a,n/a,http://www.nasdaq.com/symbol/evf
EVG,Eaton Vance Short Diversified Income Fund,13.55,$255.91M,2005,n/a,n/a,http://www.nasdaq.com/symbol/evg
EVT,Eaton Vance Tax Advantaged Dividend Income Fund,20.21,$1.47B,2003,n/a,n/a,http://www.nasdaq.com/symbol/evt
ETO,Eaton Vance Tax-Advantage Global Dividend Opp,21.48,$311.87M,2004,n/a,n/a,http://www.nasdaq.com/symbol/eto
EXD,Eaton Vance Tax-Advantaged Bond,12.13,$128.05M,2010,n/a,n/a,http://www.nasdaq.com/symbol/exd
ETG,Eaton Vance Tax-Advantaged Global Dividend Income Fund,14.64,$1.12B,2004,n/a,n/a,http://www.nasdaq.com/symbol/etg
ETB,Eaton Vance Tax-Managed Buy-Write Income Fund,15.87,$391.27M,2005,n/a,n/a,http://www.nasdaq.com/symbol/etb
ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund,10.3,$1.54B,2006,n/a,n/a,http://www.nasdaq.com/symbol/ety
EXG,Eaton Vance Tax-Managed Global Diversified Equity Income Fund,8.69,$2.62B,2007,n/a,n/a,http://www.nasdaq.com/symbol/exg
ECT,ECA Marcellus Trust I,1.86,$32.75M,2010,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ect
ECR,Eclipse Resources Corporation,4.24,$945.28M,2014,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ecr
ECL,Ecolab Inc.,119.43,$35.03B,n/a,Basic Industries,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/ecl
DANG,E-Commerce China Dangdang Inc.,6.06,$498.66M,2010,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/dang
EC,Ecopetrol S.A.,9.58,$19.69B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ec
EIX,Edison International,74.12,$24.15B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/eix
EDR,Education Realty Trust Inc.,43.6,$2.88B,2005,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/edr
EW,Edwards Lifesciences Corporation,98.57,$20.87B,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/ew
EHIC,eHi Car Services Limited,10.01,$686.35M,2014,Consumer Services,Rental/Leasing Companies,http://www.nasdaq.com/symbol/ehic
EJ,E-House (China) Holdings Limited,6.4,$952.47M,2007,Finance,Real Estate,http://www.nasdaq.com/symbol/ej
EP^C,El Paso Corporation,48.12,n/a,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/ep^c
EE,El Paso Electric Company,45.52,$1.84B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/ee
EGO,Eldorado Gold Corporation,4.11,$2.95B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ego
LLY,Eli Lilly and Company,72.57,$80.11B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/lly
ELLI,"Ellie Mae, Inc.",86.78,$2.6B,2011,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/elli
EFC,Ellington Financial LLC,17.26,$566.58M,2010,Finance,Real Estate,http://www.nasdaq.com/symbol/efc
EARN,Ellington Residential Mortgage REIT,13.06,$119.07M,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/earn
AKO.A,Embotelladora Andina S.A.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ako.a
AKO.B,Embotelladora Andina S.A.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ako.b
ERJ,Embraer-Empresa Brasileira de Aeronautica,21.45,$3.95B,2000,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/erj
EMC,EMC Corporation,27.74,$54.18B,n/a,Technology,Electronic Components,http://www.nasdaq.com/symbol/emc
EME,"EMCOR Group, Inc.",48.45,$2.94B,n/a,Capital Goods,Engineering & Construction,http://www.nasdaq.com/symbol/eme
EMES,Emerge Energy Services LP,10.93,$263.64M,2013,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/emes
EBS,"Emergent Biosolutions, Inc.",39.32,$1.58B,2006,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ebs
EMG,"Emergent Capital, Inc.",3.55,$97.7M,2011,Finance,Life Insurance,http://www.nasdaq.com/symbol/emg
EMR,Emerson Electric Company,53.15,$34.19B,n/a,Energy,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/emr
EDE,Empire District Electric Company (The),33.7,$1.48B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/ede
ESRT,"Empire State Realty Trust, Inc.",19.2,$5.29B,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/esrt
EIG,Employers Holdings Inc,29.16,$945.99M,2007,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/eig
EDN,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor),16.2,$734.23M,2007,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/edn
EOCC,Empresa Nacional de Electricidad S.A.,26.78,$7.32B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/eocc
ICA,Empresas Ica Soc Contrladora,0.7293,$111.41M,1992,Basic Industries,Military/Government/Technical,http://www.nasdaq.com/symbol/ica
ENBL,"Enable Midstream Partners, LP",13.98,$5.9B,2014,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/enbl
EEQ,Enbridge Energy Management LLC,22.78,$1.73B,2002,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/eeq
EEP,"Enbridge Energy, L.P.",22.8,$9.81B,n/a,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/eep
ENB,Enbridge Inc,42.33,$39.33B,n/a,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/enb
ECA,Encana Corporation,8.42,$7.16B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/eca
EXK,Endeavour Silver Corporation,3.65,$412.53M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/exk
EOCA,Endesa Americas S.A.,13.1,$3.58B,2016,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/eoca
GI,"EndoChoice Holdings, Inc.",4.4,$114.45M,2015,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/gi
ENH,Endurance Specialty Holdings Ltd,65.73,$4.43B,2003,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/enh
ENH^C,Endurance Specialty Holdings Ltd,26.64,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/enh^c
NDRO,Enduro Royalty Trust,3.78,$124.74M,2011,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ndro
EGN,Energen Corporation,49.24,$4.78B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/egn
ENR,"Energizer Holdings, Inc.",50.88,$3.15B,2015,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/enr
EPC,"Energizer Holdings, Inc.",83.47,$4.95B,n/a,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/epc
ETE,"Energy Transfer Equity, L.P.",14.32,$14.96B,2006,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/ete
ETP,ENERGY TRANSFER PARTNERS,40.53,$21.02B,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/etp
ERF,Enerplus Corporation,6.51,$1.57B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/erf
ENIA,Enersis Americas S.A.,8.49,$8.34B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/enia
ENIC,Enersis Chile S.A.,5.6,$5.5B,2016,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/enic
ENS,Enersys,62.48,$2.7B,2004,Consumer Non-Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/ens
EGL,"Engility Holdings, Inc.",22.22,$816.58M,2015,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/egl
E,ENI S.p.A.,32.46,$58.98B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/e
ENLK,"EnLink Midstream Partners, LP",16.31,$5.43B,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/enlk
ENLC,"EnLink Midstream, LLC",15.54,$2.8B,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/enlc
EBF,"Ennis, Inc.",19.02,$495.84M,n/a,Consumer Services,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/ebf
ENVA,"Enova International, Inc.",7.2,$238.74M,2014,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/enva
NPO,Enpro Industries,47.39,$1.03B,n/a,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/npo
ESV,ENSCO plc,10.57,$3.18B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/esv
ETM,Entercom Communications Corporation,13.64,$524.5M,1999,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/etm
EAA,"Entergy Arkansas, Inc.",25.57,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/eaa
EAB,"Entergy Arkansas, Inc.",25.96,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/eab
EAE,"Entergy Arkansas, Inc.",25.86,n/a,2013,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/eae
ETR,Entergy Corporation,77.95,$13.93B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/etr
ELA,"Entergy Louisiana, Inc.",25.31,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/ela
ELB,"Entergy Louisiana, Inc.",25.38,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/elb
ELJ,"Entergy Louisiana, Inc.",25.82,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/elj
ELU,"Entergy Louisiana, Inc.",25.42,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/elu
EFM,"Entergy Mississippi, Inc.",26.2,$225.58M,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/efm
EMZ,"Entergy Mississippi, Inc.",25.58,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/emz
ENJ,"Entergy New Orleans, Inc.",25.8451,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/enj
ENO,"Entergy New Orleans, Inc.",26.8,n/a,2016,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/eno
EZT,Entergy Texas Inc,27.31,n/a,2014,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/ezt
EPD,Enterprise Products Partners L.P.,28.67,$59.68B,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/epd
EVC,Entravision Communications Corporation,6.52,$580.43M,2000,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/evc
ENV,"Envestnet, Inc",34.98,$1.49B,2010,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/env
EVHC,"Envision Healthcare Holdings, Inc.",26.56,$4.97B,2013,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/evhc
EVA,"Enviva Partners, LP",23.11,$572.15M,2015,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/eva
ENZ,"Enzo Biochem, Inc.",5.68,$262.79M,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/enz
EOG,"EOG Resources, Inc.",84.91,$46.72B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/eog
EPE,EP Energy Corporation,6.52,$1.65B,2014,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/epe
EPAM,"EPAM Systems, Inc.",71.03,$3.6B,2012,Technology,EDP Services,http://www.nasdaq.com/symbol/epam
EPR,EPR Properties,74.98,$4.77B,1997,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/epr
EPR^C,EPR Properties,29,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/epr^c
EPR^E,EPR Properties,36.11,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/epr^e
EPR^F,EPR Properties,26.39,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/epr^f
EQT,EQT Corporation,78.68,$13.59B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/eqt
EQGP,"EQT GP Holdings, LP",23.21,$6.18B,2015,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/eqgp
EQM,"EQT Midstream Partners, LP",74.88,$5.92B,2012,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/eqm
EFX,"Equifax, Inc.",124.96,$14.87B,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/efx
EQC,Equity Commonwealth,29,$3.64B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/eqc
EQC^D,Equity Commonwealth,26.08,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eqc^d
EQCO,Equity Commonwealth,25.4,n/a,2012,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/eqco
ELS,"Equity Lifestyle Properties, Inc.",73.88,$6.25B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/els
ELS^C,"Equity Lifestyle Properties, Inc.",26.38,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/els^c
EQY,"Equity One, Inc.",30.24,$4.3B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/eqy
EQR,Equity Residential,66,$24.12B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/eqr
EQS,"Equus Total Return, Inc.",1.63,$20.66M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eqs
ERA,"Era Group, Inc.",10.06,$210.05M,n/a,Transportation,Transportation Services,http://www.nasdaq.com/symbol/era
EROS,Eros International PLC,13.43,$785.67M,2013,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/eros
ESE,ESCO Technologies Inc.,40.36,$1.04B,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/ese
ESNT,Essent Group Ltd.,20.6,$1.92B,2013,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/esnt
ESS,"Essex Property Trust, Inc.",219.88,$14.39B,1994,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ess
EL,"Estee Lauder Companies, Inc. (The)",93.1,$34.38B,1995,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/el
ESL,Esterline Technologies Corporation,63.09,$1.85B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/esl
DEG,Etablissements Delhaize Freres et Cie &quot;Le Lion&quot; S.A.,25.87,$10.74B,n/a,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/deg
ETH,Ethan Allen Interiors Inc.,32.89,$912.48M,1993,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/eth
EURN,Euronav NV,9.48,$1.51B,2015,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/eurn
EEA,"European Equity Fund, Inc. (The)",8,$69.75M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eea
EVER,EverBank Financial Corp.,15.06,$1.89B,2012,Finance,Savings Institutions,http://www.nasdaq.com/symbol/ever
EVER^A,EverBank Financial Corp.,25.85,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ever^a
EVR,Evercore Partners Inc,49.6,$1.97B,2006,Finance,Investment Managers,http://www.nasdaq.com/symbol/evr
RE,"Everest Re Group, Ltd.",175.34,$7.42B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/re
EVRI,Everi Holdings Inc.,1.6,$105.66M,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/evri
ES,Eversource Energy,57.03,$18.09B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/es
EVTC,"Evertec, Inc.",15.95,$1.19B,2013,Technology,EDP Services,http://www.nasdaq.com/symbol/evtc
EVDY,"Everyday Health, Inc.",7.8,$258.89M,2014,Technology,EDP Services,http://www.nasdaq.com/symbol/evdy
EVGN,Evogene Ltd.,6.21,$157.96M,2013,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/evgn
EVH,"Evolent Health, Inc",16.5,$991.56M,2015,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/evh
EXAM,"ExamWorks Group, Inc.",34.78,$1.45B,2010,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/exam
EXAR,Exar Corporation,8.01,$389.45M,1985,Technology,Semiconductors,http://www.nasdaq.com/symbol/exar
XCO,EXCO Resources NL,1.36,$384.4M,2006,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/xco
EXC,Exelon Corporation,34.76,$30.84B,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/exc
EXCU,Exelon Corporation,47.95,$42.55B,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/excu
EXPR,"Express, Inc.",14.42,$1.14B,2010,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/expr
STAY,"Extended Stay America, Inc.",14.92,$3.02B,2013,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/stay
EXTN,Exterran Corporation,11.74,$412.58M,2015,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/extn
EXR,Extra Space Storage Inc,87.32,$10.93B,2004,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/exr
XOM,Exxon Mobil Corporation,91.53,$379.54B,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/xom
FNB,F.N.B. Corporation,12.82,$2.69B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fnb
FNB^E,F.N.B. Corporation,30.2952,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fnb^e
FN,Fabrinet,37.23,$1.34B,2010,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/fn
FDS,FactSet Research Systems Inc.,158.25,$6.47B,1996,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/fds
FICO,Fair Isaac Corporation,111.31,$3.47B,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/fico
FMSA,Fairmount Santrol Holdings Inc.,7.87,$1.27B,2014,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/fmsa
